,socio1. In which country do you work?,edu1. What is the highest qualification you have obtained?,edu2. What was your academic subject?,edu3. Enter your academic subject,rse16a. Are you employed primarily to develop software for research?,rse16b. Do you spend more time developing software than conducting research?,rse16c. Are you employed as a postdoctoral researcher?,"rse16d. Are you the person who ""does computers"" in your research group?",currentEmp1. Do you work for a university?,currentEmp16a. In what year did you start your current position?,currentEmp10. What type of contract are you employed on?,currentEmp11. What is the duration of your current contract?,currentEmp12. Do you work full time or part time?,currentEmp16b. Is this your first job?,prevEmp16a. Have you previously worked in the private sector?,prevEmp16b. Why did you leave the private sector?,prevEmp16d. What was the type of your contract?,currentEmp5. What is this job title?,currentWork2. Do you work within a group that provides software development help or expertise to researchers from other groups within your organisation?,currentWork16a. What percentage of your time do you spend developing software each week?,paper1. Has your software ever contributed to research that has been published in a journal or at a conference?,paper2. Were you acknowledged in the paper?,paper4. Were you named as a co-author of the paper?,paper5. Were you named as the lead author of the paper?,stability1. What is the bus factor of your most important software project?,stability2. Is there a technical hand-over plan for your most important software project?,perfCheck1. Do you receive sufficient information on the results of your work?,perfCheck2. Does your work give you the opportunity to check on how well you are doing your work?,perfCheck4. Do you receive sufficient information on the purpose of your work?,perfCheck5. Does your work provide you with direct feedback on how well you are doing your work?,perfCheck6. Does your supervisor/line manager inform you about how well you are doing your work?,perfCheck7. Do your colleagues inform you about how well you are doing your work?,turnOver1. How often do you feel frustrated when not given the opportunity to achieve your personal work-related goals?,turnOver2. How often do you look forward to another day at work?,turnOver3. How often do you consider leaving your job?,turnOver4. How often do dream about getting another job that will better suit your needs?,turnOver5. My current job satisfies my personal needs,turnOver6. I would accept another job at the same compensation level if I was offered it,affRec1. I am satisfied with my supervisor/line manager's confidence in me,affRec2. I am satisfied with a word of thanks from my supervisor/line manager,affRec3. I am satisfied with the recognition I receive from my supervisor/line manager for doing my job,affRec4. I am satisfied with the compliments from my supervisor/line manager concerning my work,affRec5. I am satisfied with the encouragement from my supervisor/line manager while doing my job,percEmp1. It would not be very difficult for me to get an equivalent job in a different organisation,percEmp2. I can think of a number of organisations that would probably offer me a job,percEmp3. My experience is in demand on the labour market,affSat1. I find real enjoyment in my job,affSat2. Most days I am enthusiastic about my job,affSat3. I feel fairly well satisfied with my job,affSat4. I like my job better than the average person,progRSE1. It is likely that I will gain a promotion within my current group,progRSE2. The process I have to complete to gain a promotion is clear and understandable,progRSE3. There are many opportunities within my chosen career plan,progRSE4. My current position is an integral part of my career plan,progRSE5. It is likely that my next position will be an RSE role,"skill2. In your opinion, what are the three most important skills that a Research Software Engineer must possess?","skill2-1. In your opinion, what are the three most important skills that a Research Software Engineer must possess?","skill2-2. In your opinion, what are the three most important skills that a Research Software Engineer must possess?",ukrse1. Are you a member of the UK RSE Association? (Members are people who have signed up to the UK RSE mailing list),tool1. What are the three tools or services you use most often to achieve your work?,tool16a. What are the three tools or services you use most often to achieve your work?,tool16b. What are the three tools or services you use most often to achieve your work?,socio2. Please select your gender,socio3. Please select your age,socio4. Please select the range of your salary,tool2. What is your Operating System of choice for use at work?
171,United Kingdom,Doctorate,Physical Sciences,,No,Yes,Yes,Yes,No,2013.0,Permanent,,Full time,Yes,,,,,No,60%,Yes,Yes,Yes,No,2.0,No,Very Often,Very Often,Often,Often,Very Often,Sometimes,Very Often,Often,Sometimes,Often,Agree,Neither agree or disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither agree or disagree,Neither agree or disagree,Strongly disagree,Disagree,Agree,Disagree,,,,No,python,git,mathematica,Male,25 to 34 years,£30 000 to £34 999,GNU/Linux
172,United Kingdom,Doctorate,Physical Sciences,,Yes,Yes,No,Yes,Yes,2016.0,Permanent,,Full time,No,No,,Fixed-term,,Yes,60%,Yes,Yes,Yes,Yes,3.0,No,Always,Always,Always,Always,Always,Always,Never ,Never,Never ,Never ,Strongly Agree,Strongly disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Good grounding in science and maths,Good grounding in programming and computing,Excellent communication skills,Yes,Python (and associated modules),C++ (and associated libraries),"Git (and associated tools, e.g. github and travis)",Male,35 to 44 years,£40 000 to £44 999,OS X
173,United Kingdom,Doctorate,Physical Sciences,,Yes,Yes,No,Yes,No,2012.0,Fixed term,48.0,Full time,No,No,,Permanent,,Yes,75%,Yes,No,Yes,No,3.0,No,Never ,Never ,Often,Never ,Never ,Never ,Always,Never ,Sometimes,Very Often,Neither agree or disagree,Neither agree or disagree,Strongly disagree,Neither agree or disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree or disagree,Strongly Agree,Strongly disagree,Neither agree or disagree,Neither agree or disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly Agree,Strongly disagree,Programming language ,Knowledge of the research subject,Clearness in explaining,No,Debugger,Profiler,A good editor,Female,35 to 44 years,Prefer not to say,GNU/Linux
174,United Kingdom,Doctorate,Computer Sciences,,No,No,No,No,Yes,2010.0,Permanent,,Full time,No,No,,Fixed-term,,Yes,5%,Yes,Yes,Yes,Yes,5.0,No,Often,Often,Very Often,Sometimes,Often,Very Often,Often,Sometimes,Never ,Often,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Disagree,Disagree,Strongly Agree,Strongly disagree,persistence/tenacity,quick to learn new languages/frameworks,communications skills,No,emacs,OpenJDK,gdb,Male,35 to 44 years,£40 000 to £44 999,GNU/Linux
175,United Kingdom,Doctorate,Computer Sciences,,Yes,Yes,No,Yes,No,2015.0,Permanent,,Full time,No,Yes,Others,Permanent,,No,50%,Yes,Yes,Yes,Yes,2.0,No,Often,Often,Very Often,Very Often,Very Often,Often,Sometimes,Sometimes,Never ,Never ,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Neither agree or disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,coding,domain knowledge,team work,Yes,eclipse,github,JIRA,Male,35 to 44 years,£60 000 to £69 999,GNU/Linux
176,United Kingdom,Doctorate,Physical Sciences,,Yes,Yes,No,Yes,Yes,2015.0,Fixed term,36.0,Full time,No,Yes,Others,Permanent,,Yes,80,Yes,No,No,Yes,3.0,Yes,Always,Always,Always,Always,Always,Always,Sometimes,Never,Never ,Never ,Strongly Agree,Neither agree or disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Domain expertise,Project management,Communication,No,Eclipse,BADC,JASMIN,Male,35 to 44 years,£35 000 to £39 999,GNU/Linux
177,United Kingdom,Doctorate,Physical Sciences,,Yes,No,Yes,No,Yes,2014.0,Fixed term,25.0,Full time,No,Yes,Lack of opportunity to advance,Permanent,,Yes,10,Yes,Yes,Yes,Yes,3.0,No,Often,Sometimes,Very Often,Very Often,Very Often,Sometimes,Very Often,Often,Sometimes,Very Often,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Neither agree or disagree,Agree,Neither agree or disagree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Strongly Agree,creative approach to problem solving,ability to learn quickly,ability to interpret code developed by others,Yes,my macBook,IT support,google,Male,55 to 64 years,£30 000 to £34 999,OS X
178,United Kingdom,Doctorate,Computer Sciences,,No,No,No,Yes,Yes,2013.0,Permanent,,Full time,No,Yes,Others,Fixed-term,,Yes,10%,Yes,Yes,Yes,Yes,1.0,No,Always,Very Often,Very Often,Very Often,Very Often,Very Often,Sometimes,Sometimes,Sometimes,Sometimes,Agree,Disagree,Agree,Neither agree or disagree,Agree,Neither agree or disagree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Neither agree or disagree,Neither agree or disagree,Strongly Agree,Agree,Enthusiasm,Tenacity,Humility,No,Java/Eclipse,Hadoop ecosystem,Linux,Male,35 to 44 years,£30 000 to £34 999,GNU/Linux
179,United Kingdom,Masters degree,Engineering,,Yes,Yes,No,No,Yes,2004.0,Permanent,,Full time,No,No,,Permanent,,Yes,80%,Yes,No,No,No,1.0,No,Sometimes,Very Often,Very Often,Very Often,Very Often,Often,Sometimes,Often,Sometimes,Sometimes,Neither agree or disagree,Agree,Agree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Agree,Neither agree or disagree,Neither agree or disagree,Disagree,Strongly disagree,Disagree,Neither agree or disagree,Neither agree or disagree,Communication,Self development,Technical skills,No,Subversion,Shared drives,Documents,Female,55 to 64 years,£40 000 to £44 999,Windows
180,United Kingdom,Doctorate,Mathematical and Computer Sciences,,Yes,No,Yes,No,Yes,2015.0,Fixed term,12.0,Full time,Yes,,,,,Yes,50%,Yes,No,No,No,4.0,Yes,Very Often,Very Often,Very Often,Very Often,Very Often,Very Often,Sometimes,Often,Sometimes,Sometimes,Agree,Neither agree or disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Neither agree or disagree,Agree,Agree,Neither agree or disagree, , , ,No, , , ,Male,,£30 000 to £34 999,Windows
181,United Kingdom,Masters degree,Computer Sciences,,Yes,Yes,No,Yes,No,2008.0,Permanent,,Full time,No,No,,Permanent,,Yes,95%,Yes,No,No,No,1.0,No,Sometimes,Sometimes,Sometimes,Sometimes,Often,Sometimes,Very Often,Sometimes,Often,Very Often,Agree,Disagree,Agree,Disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Agree,Neither agree or disagree,Neither agree or disagree,Disagree,Disagree,Neither agree or disagree,Learning new things,Interpersonal,Lateral thinking,No,Fortran,Google,Email,Male,35 to 44 years,£30 000 to £34 999,GNU/Linux
182,United Kingdom,Masters degree,Computer Sciences,,Yes,Yes,No,,Yes,2015.0,Fixed term,17.0,Full time,Yes,,,,,Yes,70,Yes,Yes,Yes,Yes,1.0,No,Always,Sometimes,Always,Sometimes,Very Often,Never ,Sometimes,Often,Sometimes,Sometimes,Agree,Strongly disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Agree,Neither agree or disagree,Neither agree or disagree,Agree,Neither agree or disagree,Disagree,Strongly Agree,Agree,Neither agree or disagree,Agree,Professional Software Development,"Independent working, unfortunately",Flexible,Yes,GitHub,Eclipse,Dropbox,Male,25 to 34 years,£30 000 to £34 999,Windows
183,United Kingdom,None,,,Yes,Yes,No,,No,1987.0,Agency staff,,Full time,No,Yes,Others,Fixed-term,,Yes,100,Yes,Yes,Yes,No,1.0,No,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often,Often,Neither agree or disagree,Disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Agree,Agree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,expertise,patience,psychic powers,No,vi,gcc,coffee,Male,55 to 64 years,£50 000 to £59 999,GNU/Linux
184,United Kingdom,Doctorate,Engineering,,Yes,Yes,No,No,No,2015.0,Fixed term,36.0,Full time,No,No,,Permanent,,Yes,100,No,,,,2.0,Yes,Sometimes,Always,Very Often,Always,Always,Often,Never ,Sometimes,Sometimes,Sometimes,Agree,Strongly disagree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Disagree,Neither agree or disagree,Agree,Agree,Neither agree or disagree,Agree,Disagree,Neither agree or disagree,Neither agree or disagree,Agree,Programming skills,Science Knowledge,Communication,No,Pycharn,Google,Stackoverflow,Male,35 to 44 years,£30 000 to £34 999,GNU/Linux
185,United Kingdom,Masters degree,Computer Sciences,,Yes,Yes,No,Yes,No,2013.0,Permanent,,Full time,No,Yes,Others,Permanent,,Yes,30,Yes,Yes,Yes,No,1.0,No,Sometimes,Sometimes,Always,Sometimes,Often,Often,Often,Sometimes,Sometimes,Sometimes,Strongly Agree,Neither agree or disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Disagree,Neither agree or disagree,Strongly Agree,Agree,Agree,Logical Reasoning,Technical Skills (programming),Broad understanding (high/low level),No,Qt,Enterprise Architect,GitLab,Male,25 to 34 years,£35 000 to £39 999,GNU/Linux
186,United Kingdom,Doctorate,Physical Sciences,,Yes,,,,No,2007.0,Permanent,,Part time,No,No,,Permanent,,No,20,Yes,No,Yes,No,1.0,No,Very Often,Very Often,Very Often,Very Often,Often,Often,Sometimes,Sometimes,Never ,Never ,Agree,Disagree,Agree,Neither agree or disagree,Agree,Agree,Agree,Agree,Neither agree or disagree,Neither agree or disagree,Agree,Neither agree or disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Science background,computer suills,,No,google,shell scripting,,Male,45 to 54 years,£45 000 to £50 000,GNU/Linux
187,United Kingdom,Doctorate,Computer Sciences,,Yes,Yes,No,Yes,Yes,2012.0,Permanent,,Full time,No,,,,,Yes,33,Yes,Yes,Yes,No,5.0,No,,,Often,Often,Often,Sometimes,,,Sometimes,Sometimes,Agree,Neither agree or disagree,,,Strongly Agree,Agree,Agree,,,,,,,Agree,Disagree,Disagree,Neither agree or disagree,,,,,,,,,,,,,
188,United Kingdom,Doctorate,Physical Sciences,,Yes,Yes,No,No,No,2014.0,Permanent,,Full time,No,No,,Fixed-term,,Yes,50,Yes,Yes,Yes,Yes,2.0,No,Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often,Sometimes,Sometimes,Often,Disagree,Agree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Agree,Agree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Disagree,Neither agree or disagree,Disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Technical and practical understanding of a compiled language,Ability to cleanly design and document a modular software product,Effective use of source control,No,Fortran compiler,git,matlab,Male,25 to 34 years,£35 000 to £39 999,GNU/Linux
189,United Kingdom,Masters degree,Mathematical and Computer Sciences,,Yes,Yes,Yes,No,Yes,2011.0,Permanent,,Full time,No,No,,Permanent,,Yes,75%,No,,,,1.0,No,Often,Often,Always,Often,Often,Often,Sometimes,Sometimes,Never ,Never ,Agree,Strongly disagree,Strongly Agree,Neither agree or disagree,Agree,Agree,Agree,Neither agree or disagree,Strongly Agree,Neither agree or disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree or disagree,Neither agree or disagree,Agree,Agree,Strongly Agree,Strongly Agree,Mathematics,Background in scientific research,Prograaming skills,No,Emacs,Jupyter notebook,Latex,Male,35 to 44 years,£45 000 to £50 000,GNU/Linux
190,United Kingdom,Masters degree,Mathematical and Computer Sciences,,No,No,No,No,Yes,2008.0,Permanent,,Full time,No,Yes,Mismatch between description and promise during the interview and actual job,Permanent,,Yes,10,Yes,No,No,No,3.0,No,Sometimes,Often,Very Often,Very Often,Often,Often,Very Often,Sometimes,Sometimes,Often,Disagree,Disagree,Agree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Disagree,Neither agree or disagree,Agree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Agree,Disagree,Neither agree or disagree,Neither agree or disagree,Disagree,Strongly disagree,appreciation of beauty,care,determination,No,Fortran,custom programs,netCDF,Male,55 to 64 years,£35 000 to £39 999,GNU/Linux
191,United Kingdom,Doctorate,Mathematical and Computer Sciences,,No,Yes,No,,Yes,2015.0,Permanent,,Full time,No,No,,Fixed-term,,Yes,20,No,,,,2.0,No,Sometimes,Sometimes,Often,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Agree,Patience,Attention to detail,Organisation,No,Qlikview,SQL Developer,Git ,Female,25 to 34 years,£30 000 to £34 999,Windows
192,United Kingdom,Doctorate,Physical Sciences,,No,Yes,Yes,Yes,Yes,2015.0,Fixed term,27.0,Full time,Yes,,,,,No,80%,Yes,Yes,Yes,Yes,1.0,No,Always,Very Often,Always,Always,Sometimes,Sometimes,Often,Never ,Never,Always,Neither agree or disagree,Neither agree or disagree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly disagree,Neither agree or disagree,Neither agree or disagree,Disagree,Strongly disagree,Neither agree or disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Disagree,Agree,programming,communication,,No,IDL,supercomputers,LabVIEW,Male,25 to 34 years,£30 000 to £34 999,Windows
193,United Kingdom,Doctorate,Physical Sciences,,No,Yes,No,Yes,Yes,2014.0,Fixed term,60.0,Full time,No,No,,Permanent,,No,70,Yes,Yes,Yes,No,1.0,No,Sometimes,Sometimes,Very Often,Often,Often,Often,Never ,Often,Never ,Never ,Agree,Disagree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Neither agree or disagree,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Disagree,Neither agree or disagree,Agree,Patient,Knowledgeable,Good at communication,No,Scripting,Perl,FORTRAN,Male,35 to 44 years,£35 000 to £39 999,GNU/Linux
194,United Kingdom,Doctorate,Physical Sciences,,Yes,Yes,Yes,Yes,No,2012.0,Permanent,,Full time,No,Yes,Mismatch between description and promise during the interview and actual job,Permanent,,No,85%,Yes,Yes,Yes,No,1.0,No,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often,Very Often,Sometimes,Often,Often,Disagree,Agree,Disagree,Neither agree or disagree,Disagree,Disagree,Disagree,Neither agree or disagree,Disagree,Neither agree or disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Communication,Juggling projects,resilience ,Yes,vim,git,python,Female,25 to 34 years,£30 000 to £34 999,OS X
195,United Kingdom,Doctorate,Engineering,,No,No,No,Yes,Yes,1989.0,Permanent,,Full time,No,No,,Permanent,,Yes,10,Yes,Yes,Yes,Yes,2.0,Yes,Very Often,Very Often,Very Often,Very Often,Sometimes,Never ,Often,Often,Sometimes,Sometimes,Agree,Agree,Disagree,Disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Agree,Agree,Neither agree or disagree,Agree,Agree,Agree,Agree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Agree,Disagree,research skills,coding/debugging,people/communication,No,Matlab,library/online equivalents,talking to people,Male,55 to 64 years,£45 000 to £50 000,OS X
196,United Kingdom,Doctorate,Physical Sciences,,No,No,No,Yes,Yes,2010.0,Permanent,,Full time,No,Yes,Others,Fixed-term,,No,10%,Yes,Yes,Yes,Yes,3.0,No,Very Often,Very Often,Very Often,Very Often,Often,Often,Very Often,Sometimes,Sometimes,Often,Agree,Neither agree or disagree,Agree,Neither agree or disagree,Agree,Agree,Agree,Neither agree or disagree,Agree,Neither agree or disagree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Agree,Strongly disagree,Programming skills,Numerical analysis,Knowledge of physics,No,Fortran 95,Git,Bash,Male,35 to 44 years,£35 000 to £39 999,GNU/Linux
197,United Kingdom,Undergraduate degree,Mathematical and Computer Sciences,,No,Yes,No,Yes,Yes,1998.0,Permanent,,Full time,No,Yes,Loss of faith and confidence in corporate leaders,Permanent,,Yes,50,Yes,Yes,Yes,No,2.0,No,Very Often,Very Often,Very Often,Very Often,Often,Often,Sometimes,Sometimes,Never ,Never ,Strongly Agree,Disagree,Agree,Agree,Agree,Neither agree or disagree,Agree,Neither agree or disagree,Agree,Neither agree or disagree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly disagree,Agree,Disagree,Strongly Agree,Agree,Computing skills,Understanding research field,People skills,No,Development tools,Database management skills,Computing support,Male,45 to 54 years,£25 000 to £29 999,OS X
198,United Kingdom,Doctorate,Physical Sciences,,Yes,Yes,No,No,No,1990.0,Permanent,,Part time,Yes,,,,,Yes,100,Yes,Yes,Yes,Yes,2.0,No,Sometimes,Sometimes,Never ,Sometimes,Sometimes,Never ,Very Often,Never ,Sometimes,Always,Strongly disagree,Agree,Disagree,Neither agree or disagree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Neither agree or disagree,Disagree,Attention to detail,Ability to ask the right questions,Logical mind,No,Emacs,Gitlab,Fortran compiler,Male,45 to 54 years,£35 000 to £39 999,GNU/Linux
199,United Kingdom,Doctorate,Computer Sciences,,Yes,Yes,No,Yes,Yes,2011.0,Permanent,,Full time,No,Yes,Others,Permanent,,Yes,70%,Yes,Yes,Yes,Yes,2.0,No,Often,Sometimes,Never ,Sometimes,Sometimes,Sometimes,Sometimes,Never ,Often,Sometimes,Disagree,Neither agree or disagree,Disagree,Strongly disagree,Neither agree or disagree,Neither agree or disagree,Disagree,Agree,Neither agree or disagree,Strongly Agree,Strongly disagree,Neither agree or disagree,Disagree,Neither agree or disagree,Neither agree or disagree,Disagree,Neither agree or disagree,Disagree,Neither agree or disagree,Understanding the research questions,Establishing necessary and sufficient requirements,Communicating design and technical information clearly,Yes,Software design tools,Software development tools,Online documents,Male,35 to 44 years,Prefer not to say,Windows
200,United Kingdom,Undergraduate degree,Mathematical and Computer Sciences,,Yes,Yes,No,Yes,No,1999.0,Permanent,,Full time,No,No,,Fixed-term,,Yes,20,Yes,Yes,Yes,Yes,2.0,Yes,Very Often,Very Often,Very Often,Often,Very Often,Very Often,Sometimes,Often,Sometimes,Often,Neither agree or disagree,Strongly disagree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither agree or disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Strongly disagree,Neither agree or disagree,Communication Skills,Technical Knowledge,Teaching Skills,No,SQL server,Visual Studio,Confluence,Male,35 to 44 years,£30 000 to £34 999,Windows
201,United Kingdom,Doctorate,Physical Sciences,,No,Yes,Yes,Yes,Yes,2012.0,Fixed term,12.0,Full time,Yes,,,,,Yes,50,Yes,Yes,Yes,No,3.0,No,Often,Sometimes,Often,Sometimes,Often,Very Often,Very Often,Often,Sometimes,Often,Agree,Agree,Strongly Agree,Agree,Neither agree or disagree,Agree,Agree,Neither agree or disagree,Agree,Agree,Agree,Agree,Agree,Neither agree or disagree,Disagree,Neither agree or disagree,Agree,Disagree,Neither agree or disagree,Programming languages,Research appetite ,Communication,Yes,"C,C++ and Fortran compilers",CMake and make,Python ,Male,35 to 44 years,£30 000 to £34 999,GNU/Linux
202,United Kingdom,Doctorate,Physical Sciences,,Yes,Yes,Yes,Yes,Yes,2013.0,Fixed term,60.0,Full time,No,No,,Fixed-term,,Yes,70,Yes,Yes,Yes,Yes,1.0,No,Always,Often,Very Often,Often,Very Often,Very Often,Often,Often,Sometimes,Very Often,Disagree,Disagree,Strongly Agree,Disagree,Neither agree or disagree,Agree,Agree,Disagree,Agree,Agree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Disagree,Strongly disagree,Agree,Neither agree or disagree,Neither agree or disagree,coding,people skills,project management,No,coding,people management,project management,,25 to 34 years,£40 000 to £44 999,OS X
203,United Kingdom,Masters degree,Other,Information Technology,Yes,Yes,No,No,Yes,2014.0,Fixed term,12.0,Full time,No,Yes,Loss of faith and confidence in corporate leaders,Permanent,,Yes,90,No,,,,4.0,No,Sometimes,Sometimes,Very Often,Sometimes,Sometimes,Sometimes,Sometimes,Often,Often,Very Often,Agree,Strongly disagree,Agree,Agree,Agree,Neither agree or disagree,Agree,Disagree,Neither agree or disagree,Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Independence,Problem-solving ability,Planning,No,GitHub,Git,AWS,Male,25 to 34 years,£30 000 to £34 999,OS X
